WHOREGION,FLUSEASON,HEMISPHERE,ITZ,COUNTRY_CODE,COUNTRY_AREA_TERRITORY,ISO_WEEKSTARTDATE,ISO_YEAR,ISO_WEEK,MMWR_WEEKSTARTDATE,MMWR_YEAR,MMWR_WEEK,ORIGIN_SOURCE,SPEC_PROCESSED_NB,SPEC_RECEIVED_NB,AH1N12009,AH1,AH3,AH5,AH7N9,ANOTSUBTYPED,ANOTSUBTYPABLE,AOTHER_SUBTYPE,AOTHER_SUBTYPE_DETAILS,INF_A,BVIC_2DEL,BVIC_3DEL,BVIC_NODEL,BVIC_DELUNK,BYAM,BNOTDETERMINED,INF_B,INF_ALL,INF_NEGATIVE,ILI_ACTIVITY,ADENO,BOCA,HUMAN_CORONA,METAPNEUMO,PARAINFLUENZA,RHINO,RSV_PROCESSED,RSV,OTHERRESPVIRUS,OTHER_RESPVIRUS_DETAILS,LAB_RESULT_COMMENT,WCR_COMMENT,ISO2,ISOYW,MMWRYW,PSOURCE_SUBTYPE_INF,PSOURCE_PPOS_INF,PSOURCE_RSV
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,44571,2022,2,44570,2022,2,NONSENTINEL,0,0,0,,0,0,0,0,,0,0,0,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,AF,202202,202202,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,44592,2022,5,44591,2022,5,NONSENTINEL,0,0,0,,0,0,0,0,,0,0,0,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,AF,202205,202205,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,44627,2022,10,44626,2022,10,NONSENTINEL,0,0,0,,0,0,0,0,,0,0,0,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,AF,202210,202210,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,44662,2022,15,44661,2022,15,NONSENTINEL,0,0,0,,0,0,0,0,,0,0,0,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,AF,202215,202215,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,44697,2022,20,44696,2022,20,NONSENTINEL,0,0,0,,0,0,0,0,,0,0,0,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,AF,202220,202220,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,44732,2022,25,44731,2022,25,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202225,202225,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,44767,2022,30,44766,2022,30,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202230,202230,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,44802,2022,35,44801,2022,35,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202235,202235,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,44837,2022,40,44836,2022,40,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202240,202240,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,44872,2022,45,44871,2022,45,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202245,202245,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,44907,2022,50,44906,2022,50,NONSENTINEL,25,25,5,,0,0,0,0,,0,,5,,,2,,0,0,2,7,18,,0,0,0,0,0,0,,0,0,0,,0,AF,202250,202250,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,44928,2023,1,44927,2023,1,NONSENTINEL,106,106,16,,0,0,0,0,,0,,16,,,6,,0,0,6,22,84,,0,0,0,0,0,0,,0,0,0,,0,AF,202301,202301,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,44963,2023,6,44962,2023,6,NONSENTINEL,84,84,0,,0,0,0,0,,0,,,,,9,,0,0,9,9,75,,0,0,0,0,0,0,,0,0,0,,0,AF,202306,202306,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,44998,2023,11,44997,2023,11,NONSENTINEL,25,25,0,,0,0,0,0,,0,,,,,0,,0,0,0,,25,,0,0,0,0,0,0,,0,0,0,,0,AF,202311,202311,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45033,2023,16,45032,2023,16,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202316,202316,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45068,2023,21,45067,2023,21,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202321,202321,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45103,2023,26,45102,2023,26,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202326,202326,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45159,2023,34,45158,2023,34,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202334,202334,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45194,2023,39,45193,2023,39,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202339,202339,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45215,2023,42,45214,2023,42,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202342,202342,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45229,2023,44,45228,2023,44,NONSENTINEL,4,4,0,,0,0,0,0,,0,,,,,0,,0,0,0,,4,,0,0,0,0,0,0,,0,0,0,,0,AF,202344,202344,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45250,2023,47,45249,2023,47,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202347,202347,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45264,2023,49,45263,2023,49,NONSENTINEL,6,6,0,,0,0,0,0,,0,,,,,0,,0,0,0,,6,,0,0,0,0,0,0,,0,0,0,,0,AF,202349,202349,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45285,2023,52,45284,2023,52,NONSENTINEL,10,10,0,,1,0,0,0,,0,,1,,,0,,0,0,0,1,9,,0,0,0,0,0,0,,0,0,0,,0,AF,202352,202352,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45320,2024,5,45319,2024,5,NONSENTINEL,15,15,0,,0,0,0,0,,0,,,,,0,,0,0,0,,15,,0,0,0,0,0,0,,0,0,0,,0,AF,202405,202405,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45355,2024,10,45354,2024,10,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202410,202410,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45390,2024,15,45389,2024,15,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202415,202415,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45425,2024,20,45424,2024,20,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202420,202420,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45460,2024,25,45459,2024,25,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202425,202425,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45481,2024,28,45480,2024,28,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202428,202428,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45495,2024,30,45494,2024,30,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202430,202430,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45516,2024,33,45515,2024,33,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202433,202433,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45530,2024,35,45529,2024,35,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202435,202435,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45551,2024,38,45550,2024,38,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202438,202438,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45565,2024,40,45564,2024,40,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202440,202440,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45586,2024,43,45585,2024,43,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202443,202443,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45600,2024,45,45599,2024,45,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202445,202445,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45621,2024,48,45620,2024,48,NONSENTINEL,0,5,2,,0,0,0,0,,0,,2,,,0,,0,0,0,2,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202448,202448,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45656,2025,1,45655,2025,1,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202501,202501,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45691,2025,6,45690,2025,6,NONSENTINEL,6,6,2,,0,0,0,0,,0,,2,,,0,,0,0,0,2,4,,0,0,0,0,0,0,,0,0,0,,0,AF,202506,202506,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45712,2025,9,45711,2025,9,NONSENTINEL,5,5,0,,0,0,0,0,,0,,,,,0,,0,0,0,,5,,0,0,0,0,0,0,,0,0,0,,,AF,202509,202509,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45726,2025,11,45725,2025,11,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202511,202511,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45747,2025,14,45746,2025,14,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202514,202514,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45761,2025,16,45760,2025,16,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202516,202516,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45782,2025,19,45781,2025,19,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202519,202519,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45796,2025,21,45795,2025,21,NONSENTINEL,5,5,0,,0,0,0,0,,0,,,,,0,,0,0,0,,5,,0,0,0,0,0,0,,0,0,0,,0,AF,202521,202521,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45817,2025,24,45816,2025,24,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202524,202524,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45831,2025,26,45830,2025,26,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202526,202526,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45852,2025,29,45851,2025,29,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202529,202529,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45866,2025,31,45865,2025,31,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202531,202531,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45887,2025,34,45886,2025,34,NONSENTINEL,1,1,0,,0,0,0,0,,0,,,,,0,,0,0,0,,1,,0,0,0,0,0,0,,0,0,0,,0,AF,202534,202534,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45922,2025,39,45921,2025,39,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202539,202539,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45957,2025,44,45956,2025,44,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202544,202544,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,40084,2009,40,40083,2009,40,NOTDEFINED,0,9,0,0,0,,,,,,,0,,,0,,0,0,0,,,1,,,,,,,,,,,,In ther mentioned period 37 case of +ive Flue A and 51 H1N1 were dected. ,AF,200940,200940,,,
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,40119,2009,45,40118,2009,45,NOTDEFINED,0,244,0,27,0,,,,,,,27,,,0,,0,0,0,27,,1,,,,,,,,,,,,In ther mentioned period 37 case of +ive Flue A and 51 H1N1 were dected. ,AF,200945,200945,,,
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,40154,2009,50,40153,2009,50,NOTDEFINED,75,80,7,6,0,0,,0,,0,,13,,,0,,1,0,1,14,,1,,,,,,,,,,,,,AF,200950,200950,,,
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,40189,2010,2,40188,2010,2,NOTDEFINED,50,50,3,5,0,0,,0,,0,,8,,,0,,5,0,5,13,,1,,,,,,,,,,,,,AF,201002,201002,,,
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,40224,2010,7,40223,2010,7,NOTDEFINED,30,30,0,1,0,0,,0,,0,,1,,,0,,0,0,0,1,,1,,,,,,,,,,,,,AF,201007,201007,,,
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,40259,2010,12,40258,2010,12,NOTDEFINED,10,10,0,0,0,0,,0,,0,,0,,,0,,0,0,0,,,1,,,,,,,,,,,,,AF,201012,201012,,,
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,40294,2010,17,40293,2010,17,NOTDEFINED,3,3,0,0,0,0,,0,,0,,0,,,0,,0,0,0,,,1,,,,,,,,,,,,,AF,201017,201017,,,
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,40329,2010,22,40328,2010,22,NOTDEFINED,0,0,0,0,0,0,,0,,0,,0,,,0,,0,0,0,,,1,,,,,,,,,,,,NO SAMPLES IN THIS WEEK,AF,201022,201022,,,
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,40364,2010,27,40363,2010,27,NOTDEFINED,1,1,0,0,0,0,,0,,0,,0,,,0,,0,0,0,,,1,,,,,,,,,,0,,,AF,201027,201027,,,
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,40399,2010,32,40398,2010,32,NOTDEFINED,0,0,0,0,0,0,,0,,0,,0,,,0,,0,0,0,,,1,,,,,,,,,,0,,,AF,201032,201032,,,
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,40434,2010,37,40433,2010,37,NOTDEFINED,0,0,0,0,0,0,,0,,0,,0,,,0,,0,0,0,,,1,,,,,,,,,,,,,AF,201037,201037,,,
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,40469,2010,42,40468,2010,42,NOTDEFINED,0,0,0,0,0,0,,0,,0,,0,,,0,,0,0,0,,,1,,,,,,,,,,,,,AF,201042,201042,,,
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,40504,2010,47,40503,2010,47,NOTDEFINED,2,2,0,0,0,0,,0,,0,,0,,,0,,0,0,0,,,1,,,,,,,,,,,,,AF,201047,201047,,,
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,40560,2011,3,40559,2011,3,NOTDEFINED,0,22,0,0,0,0,,0,,0,,0,,,0,,0,0,0,,,1,,,,,,,,,,,,,AF,201103,201103,,,
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,40595,2011,8,40594,2011,8,NOTDEFINED,0,25,0,0,0,0,,0,,0,,0,,,0,,0,0,0,,,1,,,,,,,,,,,,,AF,201108,201108,,,
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,40630,2011,13,40629,2011,13,NOTDEFINED,23,23,0,0,0,0,,0,,0,,0,,,0,,0,0,0,,,1,,,,,,,,,,,,,AF,201113,201113,,,
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,40665,2011,18,40664,2011,18,NOTDEFINED,0,4,0,0,0,0,,0,,0,,0,,,0,,0,0,0,,,1,,,,,,,,,,,,"Note:
From the Samples received during week -3-& 4 Two strain of (BO2) and the Samples of week-4- One (BO4) Samples were Isoleted",AF,201118,201118,,,
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,40700,2011,23,40699,2011,23,NOTDEFINED,3,3,0,0,0,0,,0,,0,,0,,,0,,0,0,0,,,1,,,,,,,,,,,,,AF,201123,201123,,,
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,40770,2011,33,40769,2011,33,NOTDEFINED,0,0,0,0,0,0,,0,,0,,0,,,0,,0,0,0,,,1,,,,,,,,,,,,,AF,201133,201133,,,
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,40931,2012,4,40930,2012,4,NOTDEFINED,0,85,0,0,0,0,,0,,0,,0,,,0,,0,0,0,,,1,,,,,,,,,,,,,AF,201204,201204,,,
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,44578,2022,3,44577,2022,3,NONSENTINEL,0,0,0,,0,0,0,0,,0,0,0,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,AF,202203,202203,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,44613,2022,8,44612,2022,8,NONSENTINEL,0,0,0,,0,0,0,0,,0,0,0,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,AF,202208,202208,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,44648,2022,13,44647,2022,13,NONSENTINEL,0,0,0,,0,0,0,0,,0,0,0,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,AF,202213,202213,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,44683,2022,18,44682,2022,18,NONSENTINEL,0,0,0,,0,0,0,0,,0,0,0,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,0,0,AF,202218,202218,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,44718,2022,23,44717,2022,23,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202223,202223,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,44753,2022,28,44752,2022,28,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202228,202228,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,44788,2022,33,44787,2022,33,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202233,202233,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,44823,2022,38,44822,2022,38,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202238,202238,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,44858,2022,43,44857,2022,43,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202243,202243,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,44893,2022,48,44892,2022,48,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202248,202248,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,44949,2023,4,44948,2023,4,NONSENTINEL,81,81,2,,0,0,0,0,,0,,2,,,1,,0,0,1,3,78,,0,0,0,0,0,0,,0,0,0,,0,AF,202304,202304,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,44984,2023,9,44983,2023,9,NONSENTINEL,6,6,0,,0,0,0,0,,0,,,,,0,,0,0,0,,6,,0,0,0,0,0,0,,0,0,0,,0,AF,202309,202309,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45019,2023,14,45018,2023,14,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202314,202314,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45054,2023,19,45053,2023,19,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202319,202319,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45089,2023,24,45088,2023,24,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202324,202324,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45124,2023,29,45123,2023,29,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202329,202329,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,40966,2012,9,40965,2012,9,NOTDEFINED,0,93,0,0,0,0,,0,,0,,0,,,0,,0,0,0,,,1,,,,,,,,,,,,,AF,201209,201209,,,
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45131,2023,30,45130,2023,30,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202330,202330,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45145,2023,32,45144,2023,32,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202332,202332,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45166,2023,35,45165,2023,35,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202335,202335,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45180,2023,37,45179,2023,37,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202337,202337,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,41001,2012,14,41000,2012,14,NOTDEFINED,0,55,0,0,0,0,,0,,0,,0,,,0,,0,0,0,,,1,,,,,,,,,,,,,AF,201214,201214,,,
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,41036,2012,19,41035,2012,19,NOTDEFINED,0,26,0,0,0,0,,0,,0,,0,,,0,,0,0,0,,,1,,,,,,,,,,,,,AF,201219,201219,,,
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45201,2023,40,45200,2023,40,NONSENTINEL,3,3,0,,0,0,0,0,,0,,,,,0,,0,0,0,,1,,0,0,0,0,0,0,,0,0,0,,0,AF,202340,202340,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45236,2023,45,45235,2023,45,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202345,202345,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45271,2023,50,45270,2023,50,NONSENTINEL,5,5,0,,0,0,0,0,,0,,,,,0,,0,0,0,,5,,0,0,0,0,0,0,,0,0,0,,0,AF,202350,202350,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45292,2024,1,45291,2024,1,NONSENTINEL,5,5,0,,0,0,0,0,,0,,,,,0,,0,0,0,,5,,0,0,0,0,0,0,,0,0,0,,0,AF,202401,202401,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45306,2024,3,45305,2024,3,NONSENTINEL,28,28,0,,13,0,0,0,,0,,13,,,0,,0,0,0,13,15,,0,0,0,0,0,0,,0,0,0,,0,AF,202403,202403,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45327,2024,6,45326,2024,6,NONSENTINEL,3,3,0,,0,0,0,0,,0,,,,,0,,0,0,0,,3,,0,0,0,0,0,0,,0,0,0,,0,AF,202406,202406,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45341,2024,8,45340,2024,8,NONSENTINEL,0,0,0,,0,0,0,0,,0,,,,,0,,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,AF,202408,202408,1,1,1
EMR,YR,NH,FLU_STH_ASIA,AFG,Afghanistan,45362,2024,11,45361,2024,11,NONSENTINEL,14,14,0,,0,0,0,0,,0,,,,,3,,0,0,3,3,11,,0,0,0,0,0,0,,0,0,0,,0,AF,202411,202411,1,1,1
